index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
8986,Class2,1702703896.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,196,2,ef04ejvyvmh5votejbif
8987,Class2,1701092202.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,5,3qvqfnzdg358mord1cku
8988,Class2,1702993521.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,340,4,p6cp3ogj6xy2riczfupv
8989,Class2,1699012373.0,Error4,0,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_5Q4KoXthUuYz3bvrTDFm,476,3,2zfdinkl7qrn0o62tlp4
8990,Class2,1702644251.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,736,3,dgoapkg9vpnafks22kx4
8991,Class2,1696675552.0,Error1,0,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,p6cp3ogj6xy2riczfupv
8992,Class2,1700578469.0,Partially_Correct,1,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,320,3,dfnvtf7qbi2955rjeaqx
8993,Class2,1698482430.0,Partially_Correct,2,Question_oCjnFLbIs4Uxwek9rBpu,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,4,66f99grd556eyxjqk7pz
8994,Class2,1700059063.0,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,192,2,58n0dsxyyqnriomw67id
8995,Class2,1698937592.0,Partially_Correct,1,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_gj1NLb4Jn7URf9K2kQPd,320,3,66f99grd556eyxjqk7pz
8996,Class2,1699878656.0,Absolutely_Error,0,Question_EhVPdmlB31M8WKGqL0wc,Method_5Q4KoXthUuYz3bvrTDFm,360,7,5mrih4nj5agvu67vao4m
8997,Class2,1700746197.0,Error2,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_BXr9AIsPQhwNvyGdZL57,472,3,vrdxefyyyx3tkticfqnv
8998,Class2,1697534759.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,324,5,3cic5ziycjx4ik4ll0v1
8999,Class2,1696747050.0,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,336,4,shtnl1wh1mconb8od5ko
9000,Class2,1697624425.0,Absolutely_Error,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,324,4,4acutl013itvh9va99p7
9001,Class2,1702714224.0,Error2,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,332,2,2zfdinkl7qrn0o62tlp4
9002,Class2,1700925245.0,Partially_Correct,1,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,476,3,4acutl013itvh9va99p7
9003,Class2,1698310869.0,Error2,0,Question_h7pXNg80nJbw1C4kAPRm,Method_m8vwGkEZc3TSW2xqYUoR,320,6,4acutl013itvh9va99p7
9004,Class2,1699719162.0,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,196,2,ugaiak78ggmnku4yndlt
9005,Class2,1701013748.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,200,2,zyfp520tbnq5p2pvrkin
9006,Class2,1697638230.0,Error2,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,4,6tq9irjllweqmqe4u7sf
9007,Class2,1702539912.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,364,3,9trgand057juzal1kecf
9008,Class2,1697976311.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,328,6,yyz9rmyzzdp52h0glddp
9009,Class2,1698913892.0,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,320,3,yyz9rmyzzdp52h0glddp
9010,Class2,1699018843.0,Error5,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,0,--,ugaiak78ggmnku4yndlt
9011,Class2,1699516291.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_5Q4KoXthUuYz3bvrTDFm,472,3,2uxkhe454qk8jvk0ufvp
9012,Class2,1699012465.0,Error4,0,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_BXr9AIsPQhwNvyGdZL57,592,3,3cic5ziycjx4ik4ll0v1
9013,Class2,1698920190.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_BXr9AIsPQhwNvyGdZL57,324,3,zyfp520tbnq5p2pvrkin
9014,Class2,1703087269.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_gj1NLb4Jn7URf9K2kQPd,316,3,99dj4o3b2f6m4jemke7d
9015,Class2,1702715651.0,Partially_Correct,2,Question_bumGRTJ0c8p4v5D6eHZa,Method_BXr9AIsPQhwNvyGdZL57,472,2,xy7cro773yqyoblucwkp
9016,Class2,1697631224.0,Absolutely_Error,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,316,3,2uxkhe454qk8jvk0ufvp
9017,Class2,1701356768.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,332,4,3m4gx52iq3mwqdycm8mm
9018,Class2,1703170019.0,Absolutely_Correct,3,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,352,3,6tq9irjllweqmqe4u7sf
9019,Class2,1698906552.0,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_5Q4KoXthUuYz3bvrTDFm,196,2,3qvqfnzdg358mord1cku
9020,Class2,1702355920.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,3,553l2g7kpifbvn82knxk
9021,Class2,1697637741.0,Error2,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,320,4,66f99grd556eyxjqk7pz
9022,Class2,1698113813.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,372,3,p6cp3ogj6xy2riczfupv
9023,Class2,1697725894.0,Absolutely_Error,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,344,4,ef04ejvyvmh5votejbif
9024,Class2,1699533084.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_m8vwGkEZc3TSW2xqYUoR,324,3,6tq9irjllweqmqe4u7sf
9025,Class2,1697253525.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,328,5,bwvpzqnhh752noqjqj8d
9026,Class2,1699446971.0,Error2,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,332,3,dgoapkg9vpnafks22kx4
9027,Class2,1702650504.0,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,348,2,3qvqfnzdg358mord1cku
9028,Class2,1701339085.0,Partially_Correct,2,Question_oCjnFLbIs4Uxwek9rBpu,Method_5Q4KoXthUuYz3bvrTDFm,204,5,putb7ja6dwpdag4bwvnj
9029,Class2,1699533012.0,Partially_Correct,2,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,352,3,553l2g7kpifbvn82knxk
9030,Class2,1697633666.0,Error3,0,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_m8vwGkEZc3TSW2xqYUoR,456,7,yyz9rmyzzdp52h0glddp
9031,Class2,1701691714.0,Absolutely_Error,0,Question_xqlJkmRaP0otZcX4fK3W,Method_BXr9AIsPQhwNvyGdZL57,332,10,bwvpzqnhh752noqjqj8d
9032,Class2,1702050552.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,324,2,putb7ja6dwpdag4bwvnj
9033,Class2,1701743643.0,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,224,3,dfnvtf7qbi2955rjeaqx
9034,Class2,1698763115.0,Absolutely_Error,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_5Q4KoXthUuYz3bvrTDFm,324,3,dfnvtf7qbi2955rjeaqx
9035,Class2,1701082552.0,Error4,0,Question_UXqN1F7G3Sbldz02vZne,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,3,66f99grd556eyxjqk7pz
9036,Class2,1701354839.0,Absolutely_Correct,3,Question_hZ5wXofebmTlzKB1jNcP,Method_BXr9AIsPQhwNvyGdZL57,204,5,awxiqzybhp95e08qx1h5
9037,Class2,1698656839.0,Error3,0,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,7,2zfdinkl7qrn0o62tlp4
9038,Class2,1696604119.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,0,4,2jvnsh0veb6qnn3uv6i8
9039,Class2,1701789103.0,Error1,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_5Q4KoXthUuYz3bvrTDFm,0,3,vrdxefyyyx3tkticfqnv
9040,Class2,1701692365.0,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,348,5,5mrih4nj5agvu67vao4m
9041,Class2,1697121145.0,Partially_Correct,2,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_5Q4KoXthUuYz3bvrTDFm,204,7,ef04ejvyvmh5votejbif
9042,Class2,1699108131.0,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,312,4,2jvnsh0veb6qnn3uv6i8
9043,Class2,1702646289.0,Absolutely_Error,0,Question_X3wF8QlTyi4mZkDp9Kae,Method_gj1NLb4Jn7URf9K2kQPd,308,2,62olkigg7ntlaf6fzytl
9044,Class2,1696719696.0,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,3,x8hldszj3z40bgxl4mci
9045,Class2,1698984656.0,Absolutely_Error,0,Question_6RQj2gF3OeK5AmDvThUV,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,553l2g7kpifbvn82knxk
9046,Class2,1696492234.0,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,192,4,2uxkhe454qk8jvk0ufvp
9047,Class2,1696761208.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,324,4,dfnvtf7qbi2955rjeaqx
9048,Class2,1696913890.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_Cj9Ya2R7fZd6xs1q5mNQ,192,4,4acutl013itvh9va99p7
9049,Class2,1696745054.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,184,4,putb7ja6dwpdag4bwvnj
9050,Class2,1698113813.0,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,372,3,shtnl1wh1mconb8od5ko
9051,Class2,1697596032.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,4,yyz9rmyzzdp52h0glddp
9052,Class2,1696813962.0,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,316,8,3qvqfnzdg358mord1cku
9053,Class2,1698735506.0,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_m8vwGkEZc3TSW2xqYUoR,320,2,2zfdinkl7qrn0o62tlp4
9054,Class2,1699277668.0,Absolutely_Correct,3,Question_Az73sM0rHfWVKuc4X2kL,Method_gj1NLb4Jn7URf9K2kQPd,336,4,2uxkhe454qk8jvk0ufvp
9055,Class2,1701782980.0,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,360,6,pkjom9yr5m9690fg6wsi
9056,Class2,1700640138.0,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_m8vwGkEZc3TSW2xqYUoR,344,4,zyfp520tbnq5p2pvrkin
9057,Class2,1700909526.0,Absolutely_Correct,3,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,460,3,3cic5ziycjx4ik4ll0v1
9058,Class2,1697194717.0,Partially_Correct,2,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,4,yyz9rmyzzdp52h0glddp
9059,Class2,1703244141.0,Partially_Correct,1,Question_EhVPdmlB31M8WKGqL0wc,Method_Cj9Ya2R7fZd6xs1q5mNQ,472,3,66f99grd556eyxjqk7pz
9060,Class2,1698420307.0,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,360,3,3m4gx52iq3mwqdycm8mm
9061,Class2,1698229304.0,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,0,5,ugaiak78ggmnku4yndlt
9062,Class2,1703322821.0,Partially_Correct,2,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,484,4,putb7ja6dwpdag4bwvnj
9063,Class2,1695096732.0,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,0,1,bwvpzqnhh752noqjqj8d
9064,Class2,1699440576.0,Partially_Correct,1,Question_TmKaGvfNoXYq4FZ2JrBu,Method_BXr9AIsPQhwNvyGdZL57,480,3,3m4gx52iq3mwqdycm8mm
9065,Class2,1701168587.0,Error1,0,Question_UXqN1F7G3Sbldz02vZne,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,3cic5ziycjx4ik4ll0v1
9066,Class2,1699097106.0,Absolutely_Error,0,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_gj1NLb4Jn7URf9K2kQPd,352,2,rd32gyblqsfn03xatnmt
9067,Class2,1697798012.0,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,200,8,putb7ja6dwpdag4bwvnj
9068,Class2,1701097011.0,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_gj1NLb4Jn7URf9K2kQPd,332,4,dfnvtf7qbi2955rjeaqx
9069,Class2,1695991434.0,Absolutely_Correct,3,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,484,5,rd32gyblqsfn03xatnmt
9070,Class2,1696664139.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,208,3,4acutl013itvh9va99p7
9071,Class2,1703328029.0,Partially_Correct,2,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,492,5,3qvqfnzdg358mord1cku
9072,Class2,1697646334.0,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,0,1,pkjom9yr5m9690fg6wsi
9073,Class2,1699366363.0,Error4,0,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,316,3,x8hldszj3z40bgxl4mci
9074,Class2,1697702249.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,204,3,dgoapkg9vpnafks22kx4
9075,Class2,1696934477.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,324,4,yyz9rmyzzdp52h0glddp
9076,Class2,1702565199.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,4,n8pe3tt7qmlgojwhhsj0
9077,Class2,1700102343.0,Error5,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,0,--,2zfdinkl7qrn0o62tlp4
9078,Class2,1701526615.0,Partially_Correct,2,Question_FNg8X9v5zcbB1tQrxHR3,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,3,5mrih4nj5agvu67vao4m
9079,Class2,1700057538.0,Absolutely_Correct,3,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,360,3,5mrih4nj5agvu67vao4m
9080,Class2,1703323404.0,Partially_Correct,2,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_m8vwGkEZc3TSW2xqYUoR,328,5,5mrih4nj5agvu67vao4m
9081,Class2,1701173111.0,Error1,0,Question_xqlJkmRaP0otZcX4fK3W,Method_m8vwGkEZc3TSW2xqYUoR,0,3,yyz9rmyzzdp52h0glddp
9082,Class2,1703911668.0,Error1,0,Question_hZ5wXofebmTlzKB1jNcP,Method_gj1NLb4Jn7URf9K2kQPd,0,2,58n0dsxyyqnriomw67id
9083,Class2,1700564170.0,Absolutely_Error,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_BXr9AIsPQhwNvyGdZL57,328,2,putb7ja6dwpdag4bwvnj
9084,Class2,1697815566.0,Absolutely_Error,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,196,5,x8hldszj3z40bgxl4mci
9085,Class2,1703842357.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,480,4,66f99grd556eyxjqk7pz
9086,Class2,1696665706.0,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,324,5,pkjom9yr5m9690fg6wsi
9087,Class2,1700748676.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_gj1NLb4Jn7URf9K2kQPd,200,2,3qvqfnzdg358mord1cku
9088,Class2,1698071474.0,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_m8vwGkEZc3TSW2xqYUoR,204,4,99dj4o3b2f6m4jemke7d
9089,Class2,1702355860.0,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,196,3,3m4gx52iq3mwqdycm8mm
9090,Class2,1700901205.0,Error1,0,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,0,3,2zfdinkl7qrn0o62tlp4
9091,Class2,1701873112.0,Partially_Correct,2,Question_oCjnFLbIs4Uxwek9rBpu,Method_BXr9AIsPQhwNvyGdZL57,308,3,putb7ja6dwpdag4bwvnj
9092,Class2,1700638470.0,Error4,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_5Q4KoXthUuYz3bvrTDFm,472,3,ef04ejvyvmh5votejbif
9093,Class2,1703050988.0,Absolutely_Correct,3,Question_xqlJkmRaP0otZcX4fK3W,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,ik7o5ykfnku0qp74sy1i
9094,Class2,1701343714.0,Absolutely_Error,0,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,352,9,2uxkhe454qk8jvk0ufvp
9095,Class2,1703055710.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,324,3,66f99grd556eyxjqk7pz
9096,Class2,1702646258.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,4,2uxkhe454qk8jvk0ufvp
9097,Class2,1701439737.0,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,340,3,3cic5ziycjx4ik4ll0v1
9098,Class2,1699076949.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_5Q4KoXthUuYz3bvrTDFm,316,2,9trgand057juzal1kecf
9099,Class2,1700109767.0,Error2,0,Question_lU2wvHSZq7m43xiVroBc,Method_BXr9AIsPQhwNvyGdZL57,320,3,ugaiak78ggmnku4yndlt
9100,Class2,1700577906.0,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_m8vwGkEZc3TSW2xqYUoR,476,4,bwvpzqnhh752noqjqj8d
9101,Class2,1703244555.0,Absolutely_Correct,3,Question_EhVPdmlB31M8WKGqL0wc,Method_5Q4KoXthUuYz3bvrTDFm,328,3,553l2g7kpifbvn82knxk
9102,Class2,1700568551.0,Partially_Correct,1,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,3,99dj4o3b2f6m4jemke7d
9103,Class2,1700925069.0,Error3,0,Question_EhVPdmlB31M8WKGqL0wc,Method_gj1NLb4Jn7URf9K2kQPd,324,3,6tq9irjllweqmqe4u7sf
9104,Class2,1701527149.0,Partially_Correct,2,Question_Az73sM0rHfWVKuc4X2kL,Method_Cj9Ya2R7fZd6xs1q5mNQ,344,3,5mrih4nj5agvu67vao4m
9105,Class2,1700407799.0,Error2,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,3cic5ziycjx4ik4ll0v1
9106,Class2,1701059092.0,Partially_Correct,1,Question_Az73sM0rHfWVKuc4X2kL,Method_5Q4KoXthUuYz3bvrTDFm,320,3,xy7cro773yqyoblucwkp
9107,Class2,1696667251.0,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,188,4,p6cp3ogj6xy2riczfupv
9108,Class2,1699448107.0,Error1,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,rd32gyblqsfn03xatnmt
9109,Class2,1696491563.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,0,3,2zfdinkl7qrn0o62tlp4
9110,Class2,1696602725.0,Error1,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,0,3,pkjom9yr5m9690fg6wsi
9111,Class2,1697950701.0,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_m8vwGkEZc3TSW2xqYUoR,328,3,3m4gx52iq3mwqdycm8mm
9112,Class2,1697863732.0,Error1,0,Question_h7pXNg80nJbw1C4kAPRm,Method_5Q4KoXthUuYz3bvrTDFm,0,5,3cic5ziycjx4ik4ll0v1
9113,Class2,1697900855.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,208,4,4acutl013itvh9va99p7
9114,Class2,1703254832.0,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,344,3,putb7ja6dwpdag4bwvnj
9115,Class2,1700491268.0,Absolutely_Error,0,Question_lU2wvHSZq7m43xiVroBc,Method_5Q4KoXthUuYz3bvrTDFm,460,7,dgoapkg9vpnafks22kx4
9116,Class2,1701446287.0,Absolutely_Error,0,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_m8vwGkEZc3TSW2xqYUoR,324,2,bwvpzqnhh752noqjqj8d
9117,Class2,1703219047.0,Error1,0,Question_oCjnFLbIs4Uxwek9rBpu,Method_gj1NLb4Jn7URf9K2kQPd,0,2,yyz9rmyzzdp52h0glddp
9118,Class2,1696752280.0,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_m8vwGkEZc3TSW2xqYUoR,192,8,553l2g7kpifbvn82knxk
9119,Class2,1697637572.0,Error2,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,192,5,3m4gx52iq3mwqdycm8mm
9120,Class2,1701694500.0,Error1,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,0,5,ik7o5ykfnku0qp74sy1i
9121,Class2,1700695374.0,Absolutely_Correct,3,Question_h7pXNg80nJbw1C4kAPRm,Method_BXr9AIsPQhwNvyGdZL57,312,2,dfnvtf7qbi2955rjeaqx
9122,Class2,1700373807.0,Error3,0,Question_EhVPdmlB31M8WKGqL0wc,Method_m8vwGkEZc3TSW2xqYUoR,464,3,rd32gyblqsfn03xatnmt
9123,Class2,1696843070.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,256,4,ik7o5ykfnku0qp74sy1i
9124,Class2,1700221401.0,Error2,0,Question_Mh4CZIsrEfxkP1wXtOYV,Method_BXr9AIsPQhwNvyGdZL57,472,3,ik7o5ykfnku0qp74sy1i
9125,Class2,1703327447.0,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,4,je7kqkmpwkosa7nkgfpx
9126,Class2,1702712870.0,Partially_Correct,2,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,616,3,3cic5ziycjx4ik4ll0v1
9127,Class2,1702732713.0,Error4,0,Question_hZ5wXofebmTlzKB1jNcP,Method_m8vwGkEZc3TSW2xqYUoR,352,3,99dj4o3b2f6m4jemke7d
9128,Class2,1700646986.0,Error3,0,Question_UXqN1F7G3Sbldz02vZne,Method_5Q4KoXthUuYz3bvrTDFm,196,4,66f99grd556eyxjqk7pz
9129,Class2,1702037205.0,Absolutely_Correct,3,Question_UXqN1F7G3Sbldz02vZne,Method_gj1NLb4Jn7URf9K2kQPd,448,3,yyz9rmyzzdp52h0glddp
9130,Class2,1703055512.0,Partially_Correct,1,Question_bumGRTJ0c8p4v5D6eHZa,Method_Cj9Ya2R7fZd6xs1q5mNQ,460,4,rd32gyblqsfn03xatnmt
9131,Class2,1697628558.0,Error3,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,192,4,5mrih4nj5agvu67vao4m
9132,Class2,1699059939.0,Absolutely_Correct,3,Question_Ou3f2Wt9BqExm5DpN7Zk,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,2,62olkigg7ntlaf6fzytl
9133,Class2,1698224518.0,Partially_Correct,1,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,196,4,ef04ejvyvmh5votejbif
9134,Class2,1697809388.0,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,340,3,zyfp520tbnq5p2pvrkin
